source_geocode,target_geocode
2929909,2904001
2930105,2910859
2930105,2917003
2930105,2917706
2930204,2907202
2930204,2926004
2930303,2930907
2930402,2906402
2930501,2919108
2930600,2921203
2930600,2917508
2930758,2922250
2930766,2910750
2930808,2914406
2930808,2903235
2930907,2930303
2930907,2904407
2931053,2904209
2931053,2919801
2931301,2932804
2931301,2924801
2931350,2906907
2931509,2903607
2931905,2929701
2932002,2906824
2932002,2909901
2932200,2920700
2932309,2911501
2932408,2912400
2932408,2913101
2932705,2914901
2932705,2902401
2932804,2927200
2932804,2931301
2932804,2922102
2932804,2921708
2933000,2926103
2933158,2921203
2933158,2917508
2933158,2923357
2933174,2907301
2933208,2916104
2933307,2915809
2933307,2925006
2933307,2901205
2933505,2922755
2933505,2911204
2933604,2911303
3100302,3154903
3101003,2910404
3101409,3134905
3101805,3112653
3102100,3108701
3102407,3122603
3102852,3141801
3102902,3145703
3103702,3163805
3103702,3125952
3104007,3156908
3104601,3128808
3104700,3144672
3105509,3303005
3105608,3129400
3106606,3170305
3106705,3140159
3106903,3149507
3108305,3146008
3108701,3102100
3108800,3125903
3109501,3508702
3111705,3124005
3111804,3142809
3112109,3122009
3112307,3164506
3112307,3165552
3112406,3536307
3112653,3101805
3113008,3168606
3113206,3120409
3113503,3165909
3113602,3164407
3114105,3145505
3114808,3166402
3115706,3122108
3115805,5211503
3116605,3164605
3116803,3140605
3117207,3145505
3117405,3163607
3117836,3132107
3118304,3145901
3120102,3165909
3120151,3170305
3120409,3113206
3121605,3125507
3122009,3112109
3122108,3115706
3122108,3144904
3122603,3102407
3123908,3135407
3124005,3111705
3124500,3152501
3125101,3556354
3125101,3536802
3125507,3121605
3125903,3108800
3125952,3103702
3126208,5200803
3126208,2917359
3126703,3132008
3127073,3154507
3127701,3157500
3127701,3161056
3127800,3136801
3127909,5205109
3128105,3151503
3128303,3134806
3128501,3165602
3128808,3104601
3129400,3105608
3129657,3132107
3129707,3536307
3129707,3537008
3131208,3158904
3131406,5209150
3131406,5209937
3132008,3126703
3132107,3117836
3132107,3129657
3132107,3142254
3134509,3138708
3134806,3128303
3134905,3101409
3135050,3152204
3135050,3135100
3135100,3146552
3135100,3135050
3135407,3123908
3135902,3144409
3136801,3127800
3136959,2907103
3138658,3162401
3138708,3169307
3138708,3134509
3138906,3157658
3139607,3203304
3139805,3140209
3140159,3106705
3140209,3139805
3140605,3116803
3141801,3102852
3142205,3156452
3142254,3132107
3142809,3111804
3144409,3135902
3144672,3104700
3144904,3122108
3145505,3114105
3145505,3117207
3145703,3102902
3145901,3118304
3146008,3108305
3146552,3135100
3147709,3165008
3149507,3106903
3150901,3509700
3151503,3128105
3152204,3135050
3152501,3124500
3153509,3203007
3154150,3167608
3154507,3127073
3154903,3100302
3156452,3142205
3156908,3104007
3157500,3127701
3157658,3138906
3158904,3131208
3159803,5209150
3160801,3165206
3161056,3127701
3161601,3165503
3162401,3138658
3162708,2924702
3163607,3117405
3163805,3103702
3164407,3113602
3164506,3112307
3164605,3116605
3165008,3147709
3165206,3160801
3165503,3161601
3165552,3112307
3165602,3128501
3165909,3120102
3165909,3113503
3166402,3114808
3167608,3154150
3168606,3113008
3169307,3138708
3169604,3170206
3170107,3529708
3170206,3169604
3170305,3120151
3170305,3106606
3172202,3509700
3200136,3203304
3200607,3202504
3200904,3203304
3201001,3204252
3201308,3205309
3202108,3204252
3202405,3205101
3202504,3204609
3202504,3200607
3202603,3204203
3202702,3204955
3203007,3153509
3203130,3204609
3203205,3204906
3203304,3200136
3203304,3139607
3203304,3200904
3203908,3204906
3204203,3202603
3204252,3201001
3204252,3202108
3204351,3204658
3204609,3202504
3204609,3203130
3204658,3204351
3204906,3203205
3204906,3203908
3204955,3202702
3205101,3202405
3205309,3201308
3300209,3301876
3300209,3305208
3300209,3300258
3300209,3300704
3300233,3300704
3300258,3300209
3300308,3302809
3300605,3302056
3300704,3300209
3300704,3300233
3300803,3305752
3300902,3302056
3300902,3302205
3300936,3301405
3300951,3303708
3301108,3304706
3301405,3300936
3301702,3305109
3301801,3302908
3301876,3300209
3301900,3304300
3302007,3303500
3302056,3304805
3302056,3300902
3302056,3300605
3302205,3300902
3302270,3302908
3302809,3303609
3302809,3300308
3302908,3302270
3302908,3301801
3303005,3305133
3303005,3304706
3303005,3105509
3303203,3305109
3303401,3305703
3303500,3302007
3303609,3302809
3303708,3306206
3303708,3304508
3303708,3306008
3303708,3300951
3303955,3304003
3304003,3303955
3304003,3306305
3304300,3301900
3304409,3306305
3304508,3303708
3304706,3301108
3304706,3303005
3304805,3302056
3305109,3303203
3305109,3301702
3305133,3303005
3305158,3305703
3305208,3300209
3305703,3303401
3305703,3305158
3305752,3300803
3306008,3303708
3306206,3303708
3306305,3304409
3306305,3304003
3500303,3515186
3500758,3554003
3500907,3517505
3501103,3504404
3501152,3519709
3501509,3516705
3501707,3543709
3501806,3510708
3502101,3530102
3502507,3526308
3502606,3535200
3502754,3522505
3502804,3526506
3502804,3530102
3502804,3537404
3503000,3529708
3503208,3516853
3503307,3512704
3503604,3520004
3504008,3528809
3504305,3539400
3504305,3514502
3504305,3538907
3504404,3501103
3504503,3541059
3504602,3532801
3504701,3555901
3504800,3532504
3505104,3557154
3505104,3525706
3505609,3518859
3505708,3550308
3505807,3555000
3506003,3514502
3506102,3531506
3506359,3518701
3506706,3519600
3507209,3541703
3507407,3519105
3507506,3526803
3507506,3547007
3507704,3517109
3507753,3512506
3508207,3525409
3508702,3109501
3508801,3525805
3509106,3541307
3509403,3553302
3509601,3525201
3509700,3150901
3509700,3172202
3509908,3520301
3510005,3516101
3510153,4111803
3510302,3522307
3510609,3534401
3510708,3501806
3510708,3536257
3511201,3555604
3511300,3517505
3511508,3526407
3512506,3507753
3512605,3515400
3512704,3503307
3513702,3540705
3514007,3518602
3514502,3506003
3514502,3504305
3515152,3530805
3515186,3557303
3515186,3500303
3515194,3536570
3515202,3518008
3515400,3512605
3515509,3518008
3515707,3523107
3515806,3521606
3515905,3557105
3516101,3510005
3516705,3501509
3516804,3555208
3516853,3503208
3517109,3507704
3517505,3511300
3517505,3500907
3517802,3521606
3517802,3530102
3517802,3537404
3517901,3519808
3518008,3515509
3518008,3515202
3518008,3520707
3518602,3514007
3518602,3553708
3518701,3506359
3518859,3505609
3519105,3507407
3519204,3537701
3519600,3506706
3519709,3501152
3519808,3517901
3519907,4126405
3519907,3529203
3520004,3503604
3520301,3509908
3520301,3526100
3520442,3523008
3520707,3518008
3520707,3534757
3520905,3546405
3521606,3515806
3521606,3517802
3521804,3535804
3522109,3551009
3522307,3537909
3522307,3510302
3522505,3502754
3523008,3520442
3523107,3515707
3523602,3543907
3524303,3553708
3524303,3531308
3525201,3509601
3525409,3508207
3525706,3537305
3525706,3505104
3525805,3508801
3526100,3520301
3526209,3550308
3526308,3502507
3526407,3511508
3526506,3502804
3526506,3537404
3526803,3507506
3526803,3536703
3527801,3556602
3528304,3557105
3528809,3504008
3528809,4126405
3529203,3519907
3529203,3542206
3529609,3536901
3529658,3535903
3529708,3503000
3529708,3170107
3530102,3502804
3530102,3517802
3530102,3502101
3530102,3537404
3530706,3539301
3530805,3515152
3531001,3533304
3531308,3524303
3531407,3532603
3531506,3506102
3531704,3538006
3531902,3544905
3532157,3542206
3532504,3504800
3532603,3531407
3532801,3504602
3533106,3555109
3533106,3549300
3533304,3531001
3533403,3545803
3533502,3542503
3533908,3551900
3534104,3534500
3534401,3510609
3534500,3534104
3534757,3520707
3535200,3502606
3535804,3521804
3535903,3529658
3536257,3510708
3536307,3112406
3536307,3129707
3536570,3515194
3536703,3526803
3536802,3125101
3536901,3529609
3537008,3129707
3537305,3541604
3537305,3525706
3537404,3502804
3537404,3548054
3537404,3526506
3537404,3530102
3537404,3517802
3537701,3519204
3537800,3557006
3537909,3522307
3538006,3531704
3538303,3543238
3538907,3504305
3539202,4124509
3539301,3530706
3539400,3504305
3539806,3550308
3540200,3544905
3540259,3549250
3540507,3541653
3540705,3546306
3540705,3513702
3541059,3504503
3541307,3509106
3541307,3554300
3541604,3544608
3541604,3537305
3541653,3540507
3541703,3507209
3541703,3542206
3542206,3541703
3542206,3532157
3542206,3529203
3542503,3533502
3543238,3538303
3543709,3501707
3543907,3523602
3544251,4117107
3544251,4107108
3544301,3554102
3544608,3541604
3544905,3540200
3544905,3531902
3545803,3533403
3546108,5001003
3546306,3540705
3546405,3520905
3547007,3507506
3547502,3547601
3547601,3547502
3548054,3537404
3549250,3540259
3549300,3533106
3550308,3526209
3550308,3505708
3550308,3539806
3550506,3555505
3551009,3522109
3551900,3533908
3553302,3509403
3553708,3518602
3553708,3524303
3554003,3500758
3554102,3544301
3554102,3554805
3554300,3541307
3554607,3557204
3554805,3554102
3555000,3505807
3555109,3533106
3555208,3557154
3555208,3516804
3555505,3550506
3555604,3511201
3555901,3504701
3556354,3125101
3556602,3527801
3557006,3537800
3557105,3515905
3557105,3528304
3557154,3505104
3557154,3555208
3557204,3554607
3557303,3515186
4100301,4114302
4100509,4108809
4100806,4120002
4100905,4118402
4101002,4124400
4101002,4119004
4101606,4112009
4101606,4125407
4101606,4109708
4101705,4127908
4101853,4104402
4101903,4124707
4102000,4117909
4102109,4122701
4102109,4110003
4102406,4123907
4102802,4120507
4102901,4120309
4103008,4112959
4103008,4121356
4103107,4122206
4103354,4104808
4103404,4109203
4103404,4124509
4103909,4109302
4103909,4104055
4104006,4116208
4104055,4103909
4104204,4117701
4104402,4121703
4104402,4101853
4104402,4122651
4104402,4111407
4104501,4126355
4104501,4104600
4104600,4104501
4104600,4117255
4104709,4126603
4104709,4112801
4104808,4123824
4104808,4103354
4104808,4127957
4104907,4105201
4105102,4109203
4105102,4116000
4105102,4113809
4105201,4104907
4105300,4128559
4105409,4114401
4105706,4118501
4106001,4117008
4106704,4113601
4106803,4122008
4106852,4108700
4107108,3544251
4107157,4115606
4107157,4128559
4107504,4127205
4107538,4125456
4107603,4122107
4107702,4118808
4107900,4115200
4108106,4123402
4108205,4116703
4108320,4110607
4108403,4121604
4108403,4115408
4108551,4110805
4108601,4112207
4108601,4116109
4108700,4122172
4108700,4106852
4108809,4100509
4108908,4119707
4108908,4118402
4108908,4117107
4108908,4111308
4108908,4127304
4109203,4105102
4109203,4103404
4109302,4103909
4109708,4101606
4109807,4126504
4110003,4102109
4110300,4124202
4110409,4126801
4110607,4108320
4110805,4108551
4110953,4115804
4111209,4118501
4111308,4108908
4111407,4104402
4111555,4121000
4111605,4115200
4111803,3510153
4111902,4116000
4112009,4101606
4112207,4112959
4112207,4121356
4112207,4108601
4112405,4126108
4112603,4118303
4112702,4121307
4112702,4128401
4112801,4126603
4112801,4104709
4112900,4121901
4112959,4114005
4112959,4103008
4112959,4112207
4113007,4127205
4113403,4128401
4113502,4120200
4113502,4125902
4113601,4106704
4113734,4116802
4113809,4105102
4113908,4118600
4114005,4122503
4114005,4112959
4114203,4122701
4114302,4100301
4114401,4105409
4114609,4115853
4114708,4128104
4115002,4125902
4115002,5002001
4115101,4116109
4115200,4111605
4115200,4107900
4115309,4128708
4115408,4108403
4115457,4128658
4115507,4125803
4115606,4107157
4115804,4126355
4115804,4110953
4115853,4114609
4115903,4118402
4116000,4111902
4116000,4105102
4116109,4108601
4116109,4115101
4116208,4104006
4116703,4108205
4116802,4113734
4116901,4128302
4117008,4106001
4117107,4108908
4117107,4127304
4117107,3544251
4117206,4126900
4117222,4117909
4117255,4104600
4117701,4104204
4117909,4102000
4117909,4117222
4118006,4126702
4118303,4112603
4118402,4115903
4118402,4100905
4118402,4108908
4118501,4105706
4118501,4111209
4118600,4113908
4118600,4128203
4118709,4128203
4118808,4107702
4119004,4120358
4119004,4101002
4119400,4128633
4119707,4108908
4119707,4123956
4120002,4100806
4120200,4123303
4120200,4121000
4120200,4113502
4120309,4102901
4120358,4119004
4120507,4126504
4120507,4102802
4121000,4111555
4121000,4120200
4121307,4112702
4121307,4128401
4121356,4103008
4121356,4112207
4121604,4108403
4121703,4104402
4121901,4112900
4122008,4106803
4122107,4107603
4122172,4108700
4122206,4103107
4122503,4114005
4122602,4125555
4122651,4104402
4122701,4114203
4122701,4102109
4123303,4120200
4123402,4108106
4123600,4124509
4123824,4104808
4123907,4102406
4123956,4119707
4124020,4127700
4124202,4124905
4124202,4110300
4124400,4101002
4124509,4103404
4124509,4123600
4124509,3539202
4124608,4125308
4124608,4125555
4124707,4101903
4124905,4124202
4125308,4124608
4125357,5004601
4125407,4101606
4125456,4107538
4125555,4122602
4125555,4124608
4125803,4115507
4125902,4113502
4125902,4115002
4126108,4112405
4126272,4126652
4126355,4104501
4126355,4115804
4126405,3528809
4126405,3519907
4126504,4109807
4126504,4120507
4126603,4104709
4126603,4112801
4126652,4126272
4126702,4118006
4126801,4110409
4126900,4117206
4127205,4107504
4127205,4113007
4127304,4108908
4127304,4117107
4127700,4124020
4127908,4101705
4127957,4104808
4128104,4114708
4128104,4128625
4128203,4118600
4128203,4118709
4128302,4116901
4128401,4112702
4128401,4121307
4128401,4113403
4128559,4105300
4128559,4107157
4128625,4128104
4128633,4119400
4128658,4115457
4128708,4115309
4200101,4205308
4200408,4203006
4200507,4213153
4200804,4215208
4201109,4217105
4201257,4201703
4201307,4202057
4201406,4202073
4201406,4217709
4201406,4220000
4201653,4204202
4201653,4219606
4201703,4201257
4201802,4208500
4201950,4202073
4201950,4217709
4202008,4208302
4202057,4201307
4202073,4212254
4202073,4216404
4202073,4201950
4202073,4201406
4202578,4210902
4202800,4211702
4203006,4205506
4203006,4200408
4203204,4213500
4203600,4206801
4203956,4206207
4204152,4314464
4204202,4201653
4204202,4211454
4204251,4204608
4204350,4204400
4204400,4204350
4204400,4209458
4204400,4210555
4204608,4204251
4204905,4217204
4205175,4219507
4205191,4217709
4205191,4208708
4205308,4200101
4205407,4206009
4205506,4203006
4205803,4216206
4206009,4205407
4206207,4217006
4206207,4203956
4206603,4214151
4206702,4206751
4206751,4206702
4206801,4203600
4206801,4213005
4207205,4212650
4207304,4209409
4207304,4212304
4207502,4214102
4207502,4213203
4207759,4210506
4207858,4208955
4208302,4202008
4208401,4211009
4208450,4216206
4208500,4201802
4208609,4211801
4208708,4217709
4208708,4205191
4208807,4218400
4208955,4207858
4209409,4207304
4209458,4219705
4209458,4204400
4209706,4214409
4210506,4207759
4210555,4219705
4210555,4204400
4210902,4202578
4211009,4208401
4211454,4204202
4211702,4202800
4211801,4208609
4212254,4202073
4212254,4215653
4212304,4207304
4212403,4218400
4212650,4207205
4213005,4206801
4213005,4219309
4213153,4200507
4213203,4207502
4213500,4203204
4213708,4217808
4214102,4207502
4214151,4206603
4214409,4209706
4214706,4218202
4215208,4200804
4215356,4217550
4215356,4215752
4215455,4218400
4215604,4217105
4215653,4212254
4215703,4217253
4215752,4215356
4216008,4217303
4216206,4208450
4216206,4205803
4216404,4202073
4217006,4206207
4217105,4215604
4217105,4201109
4217204,4204905
4217253,4215703
4217303,4216008
4217550,4215356
4217600,4219002
4217709,4208708
4217709,4205191
4217709,4201950
4217709,4201406
4217808,4213708
4217808,4219408
4218103,4218806
4218202,4214706
4218400,4208807
4218400,4215455
4218400,4212403
4218806,4218103
4219002,4217600
4219309,4213005
4219408,4217808
4219507,4205175
4219606,4201653
4219705,4209458
4219705,4210555
4220000,4201406
4300034,4309654
4300109,4314027
4300109,4311239
4300109,4309753
4300406,4322400
4300455,4310413
4300505,4312708
4300570,4302352
4300570,4319752
4300570,4307906
4300703,4301404
4300877,4319901
4301008,4321626
4301057,4321436
4301057,4321667
4301057,4306551
4301057,4321501
4301107,4311981
4301404,4315206
4301404,4300703
4301503,4307831
4301636,4305454
4301651,4322251
4301651,4319356
4301701,4314134
4301701,4314787
4301701,4307005
4301701,4319703
4301701,4310702
4301859,4323705
4301859,4321402
4302006,4320800
4302055,4307203
4302055,4312708
4302105,4312385
4302253,4314753
4302253,4323770
4302253,4310363
4302253,4305934
4302303,4322509
4302352,4300570
4302402,4307807
4302451,4320677
4302501,4317707
4302600,4315404
4302659,4314159
4302659,4311791
4302709,4306502
4302709,4318408
4302709,4312252
4302808,4314506
4303004,4304200
4303004,4314027
4303103,4309209
4303509,4318804
4303558,4320800
4303558,4311809
4303806,4310900
4303806,4314787
4303905,4313409
4303905,4306403
4304002,4309704
4304101,4315354
4304200,4315701
4304200,4303004
4304200,4313391
4304358,4309654
4304507,4306056
4304630,4323804
4304630,4321436
4304663,4314209
4304671,4323002
4304671,4317608
4304689,4313375
4304697,4313003
4304697,4306809
4304705,4317756
4304804,4319752
4304853,4305116
4304853,4312203
4304853,4322905
4304903,4312351
4304903,4312807
4304952,4305504
4305009,4317509
4305009,4310405
4305108,4307906
4305116,4304853
4305116,4322905
4305124,4314605
4305207,4309506
4305207,4316477
4305306,4316709
4305439,4317301
4305454,4301636
4305454,4321600
4305454,4313508
4305504,4317558
4305504,4304952
4305587,4307807
4305587,4315800
4305702,4313706
4305702,4317806
4305801,4311601
4305934,4302253
4305934,4317251
4305959,4312385
4305959,4319711
4305959,4307864
4305959,4322806
4306056,4304507
4306205,4311403
4306353,4318903
4306353,4319208
4306403,4303905
4306403,4319901
4306403,4312476
4306452,4309407
4306502,4302709
4306551,4301057
4306551,4321501
4306700,4308003
4306700,4313102
4306759,4315206
4306767,4311981
4306767,4322004
4306809,4304697
4306809,4312609
4306809,4315453
4306924,4316105
4306973,4308904
4307005,4314134
4307005,4308904
4307005,4301701
4307005,4321634
4307203,4302055
4307203,4308052
4307203,4312708
4307450,4321477
4307500,4310876
4307500,4320305
4307500,4320800
4307559,4320503
4307559,4310462
4307609,4318705
4307807,4302402
4307807,4321451
4307807,4305587
4307815,4309753
4307831,4301503
4307864,4305959
4307864,4323309
4307906,4300570
4307906,4314548
4307906,4305108
4308003,4320651
4308003,4306700
4308003,4310751
4308003,4313102
4308052,4307203
4308078,4314159
4308078,4321451
4308102,4311643
4308102,4313201
4308409,4316907
4308607,4317251
4308656,4318002
4308706,4322905
4308805,4318408
4308805,4322525
4308854,4312138
4308904,4306973
4308904,4307005
4309050,4323002
4309050,4317608
4309209,4303103
4309209,4313409
4309407,4306452
4309407,4322350
4309506,4305207
4309654,4304358
4309654,4300034
4309704,4304002
4309753,4300109
4309753,4313102
4309753,4307815
4309902,4312625
4310009,4315354
4310330,4321600
4310330,4313508
4310363,4302253
4310363,4315800
4310405,4305009
4310413,4319737
4310413,4300455
4310462,4307559
4310538,4311205
4310603,4318002
4310603,4322400
4310702,4301701
4310751,4320651
4310751,4308003
4310751,4311205
4310850,4313441
4310850,4320206
4310876,4316451
4310876,4307500
4310900,4303806
4311205,4316907
4311205,4310538
4311205,4310751
4311239,4300109
4311304,4322186
4311403,4306205
4311403,4312054
4311502,4316972
4311601,4321956
4311601,4305801
4311643,4308102
4311700,4318606
4311718,4318002
4311734,4321501
4311759,4318101
4311775,4323804
4311791,4302659
4311809,4303558
4311809,4323408
4311809,4317558
4311908,4320602
4311981,4306767
4311981,4301107
4312054,4311403
4312138,4308854
4312203,4313607
4312203,4304853
4312252,4315701
4312252,4302709
4312252,4322525
4312351,4322350
4312351,4304903
4312385,4302105
4312385,4305959
4312443,4321667
4312476,4306403
4312500,4321352
4312500,4313656
4312609,4306809
4312609,4322855
4312625,4309902
4312708,4302055
4312708,4307203
4312708,4300505
4312757,4322350
4312757,4323408
4312807,4304903
4312906,4323606
4313003,4304697
4313003,4321626
4313060,4316956
4313102,4306700
4313102,4308003
4313102,4309753
4313201,4308102
4313201,4314423
4313300,4323606
4313300,4323309
4313334,4313706
4313375,4320008
4313375,4304689
4313391,4304200
4313409,4309209
4313409,4303905
4313425,4322103
4313441,4310850
4313441,4315909
4313508,4305454
4313508,4321600
4313508,4317608
4313508,4310330
4313607,4312203
4313656,4312500
4313706,4316709
4313706,4305702
4313706,4313334
4313953,4318408
4314027,4303004
4314027,4300109
4314076,4322525
4314134,4307005
4314134,4301701
4314159,4308078
4314159,4302659
4314209,4304663
4314407,4315602
4314423,4318481
4314423,4315149
4314423,4313201
4314456,4315909
4314464,4204152
4314506,4302808
4314548,4307906
4314605,4305124
4314704,4315909
4314753,4316501
4314753,4302253
4314787,4303806
4314787,4301701
4314787,4319703
4314902,4322004
4315073,4317905
4315107,4319307
4315131,4315156
4315149,4314423
4315156,4315131
4315206,4306759
4315206,4301404
4315354,4304101
4315354,4310009
4315404,4302600
4315453,4306809
4315602,4314407
4315602,4317301
4315701,4304200
4315701,4312252
4315800,4305587
4315800,4310363
4315800,4317251
4315909,4313441
4315909,4314456
4315909,4314704
4315958,4316477
4316105,4320107
4316105,4316204
4316105,4306924
4316204,4316105
4316428,4319364
4316451,4310876
4316477,4315958
4316477,4305207
4316501,4314753
4316501,4322251
4316709,4305306
4316709,4313706
4316907,4308409
4316907,4311205
4316956,4313060
4316956,4321709
4316972,4311502
4317202,4317905
4317202,4321808
4317202,4322301
4317251,4305934
4317251,4315800
4317251,4308607
4317301,4315602
4317301,4305439
4317509,4305009
4317558,4311809
4317558,4323408
4317558,4318051
4317558,4305504
4317608,4323002
4317608,4304671
4317608,4313508
4317608,4309050
4317707,4302501
4317756,4304705
4317806,4305702
4317806,4319737
4317806,4319109
4317905,4317202
4317905,4315073
4317905,4322301
4318002,4311718
4318002,4308656
4318002,4310603
4318051,4317558
4318101,4311759
4318408,4313953
4318408,4302709
4318408,4308805
4318481,4314423
4318507,4321352
4318606,4311700
4318614,4322251
4318705,4320008
4318705,4307609
4318804,4303509
4318903,4306353
4319109,4317806
4319208,4306353
4319307,4319372
4319307,4315107
4319356,4322251
4319356,4301651
4319364,4316428
4319372,4319307
4319703,4314787
4319703,4301701
4319711,4305959
4319737,4310413
4319737,4317806
4319752,4300570
4319752,4304804
4319901,4300877
4319901,4306403
4320008,4313375
4320008,4318705
4320107,4316105
4320206,4310850
4320206,4321329
4320263,4320701
4320305,4307500
4320503,4307559
4320602,4322905
4320602,4311908
4320651,4308003
4320651,4310751
4320677,4322707
4320677,4322533
4320677,4322608
4320677,4302451
4320701,4320263
4320800,4302006
4320800,4307500
4320800,4303558
4320859,4321303
4320859,4322004
4321303,4322608
4321303,4320859
4321303,4322004
4321329,4320206
4321352,4318507
4321352,4312500
4321402,4301859
4321436,4304630
4321436,4301057
4321436,4321667
4321451,4308078
4321451,4307807
4321451,4323770
4321477,4321907
4321477,4307450
4321501,4301057
4321501,4321667
4321501,4306551
4321501,4311734
4321600,4305454
4321600,4313508
4321600,4310330
4321626,4301008
4321626,4313003
4321634,4307005
4321634,4322905
4321667,4321436
4321667,4301057
4321667,4321832
4321667,4312443
4321667,4321501
4321709,4316956
4321808,4317202
4321808,4322103
4321832,4321667
4321907,4321477
4321956,4311601
4322004,4314902
4322004,4306767
4322004,4321303
4322004,4320859
4322103,4321808
4322103,4313425
4322186,4311304
4322251,4318614
4322251,4316501
4322251,4319356
4322251,4301651
4322301,4317202
4322301,4317905
4322350,4309407
4322350,4312757
4322350,4312351
4322400,4300406
4322400,4310603
4322509,4302303
4322525,4314076
4322525,4312252
4322525,4308805
4322533,4320677
4322608,4321303
4322608,4320677
4322707,4320677
4322806,4305959
4322806,4323309
4322855,4312609
4322905,4305116
4322905,4304853
4322905,4308706
4322905,4321634
4322905,4320602
4323002,4304671
4323002,4309050
4323002,4317608
4323309,4307864
4323309,4313300
4323309,4322806
4323408,4312757
4323408,4311809
4323408,4317558
4323606,4313300
4323606,4312906
4323705,4301859
4323770,4321451
4323770,4302253
4323804,4304630
4323804,4311775
5001003,3546108
5001102,5007307
5001243,5003157
5002001,4115002
5002159,5002209
5002159,5003207
5002209,5002159
5002407,5008404
5003157,5001243
5003207,5002159
5003207,5003306
5003207,5005608
5003306,5003207
5004007,5004700
5004007,5006259
5004601,4125357
5004700,5004007
5004809,5007703
5005608,5003207
5006259,5004007
5007307,5001102
5007703,5004809
5008404,5002407
5100201,5102702
5100300,5100409
5100300,5104609
5100409,5100300
5101258,5101704
5101704,5105002
5101704,5101258
5101704,5108352
5101704,5107701
5102603,5102702
5102702,5100201
5102702,5102603
5103254,1303304
5103361,5105507
5103403,5106109
5103452,5106000
5103502,5108907
5103809,5103957
5103957,5107107
5103957,5103809
5104104,1505031
5104526,5104542
5104542,5104526
5104542,5106802
5104609,5100300
5105002,5101704
5105150,1100098
5105150,5105176
5105176,5105150
5105309,5107859
5105507,5103361
5106000,5103452
5106109,5107800
5106109,5103403
5106281,5107792
5106802,5104542
5106828,5107107
5107107,5106828
5107107,5103957
5107578,1100049
5107701,5101704
5107792,5106281
5107800,5106109
5107800,5108402
5107859,5105309
5108352,5101704
5108402,5107800
5108600,1506708
5108907,5103502
5200050,5201801
5200050,5201405
5200175,5208004
5200605,5205521
5200803,3126208
5201207,5206602
5201405,5200050
5201702,5203401
5201801,5209200
5201801,5200050
5201801,5208707
5202155,5214705
5203401,5201702
5203559,5208707
5203807,5211008
5204409,5216403
5204557,5212303
5204706,5221452
5204904,1715150
5204904,5219803
5205000,5220280
5205109,3127909
5205471,5213103
5205521,5200605
5206305,5219209
5206404,5218904
5206602,5201207
5206800,5211404
5208004,5200175
5208103,5213087
5208707,5201801
5208707,5203559
5209150,3131406
5209150,3159803
5209200,5201801
5209705,5212600
5209937,3131406
5210000,5216809
5210406,5221700
5210562,5221007
5211008,5203807
5211404,5206800
5211503,3115805
5211602,5213756
5212303,5204557
5212600,5213806
5212600,5209705
5212808,5214101
5213087,5208103
5213103,5205471
5213756,5211602
5213806,5212600
5214101,5212808
5214507,5215009
5214705,5202155
5215009,5214507
5215702,5221502
5216304,5220405
5216403,5204409
5216809,5210000
5217104,5217708
5217401,5220264
5217708,5217104
5218904,5206404
5219209,5206305
5219803,5204904
5220108,5221502
5220264,5217401
5220280,5205000
5220405,5216304
5221007,5210562
5221452,5204706
5221502,5215702
5221502,5220108
5221700,5210406
